,metadata,sent,mvi,inf,xobj
221,Aristophanes (0019) - Plutus (011),"τῷ τοῦτο κρίνεις ; δῆλον ὁτιὴ καὶ τυφλῷ γνῶναι δοκεῖ τοῦθʼ , ὡς σφόδρʼ ἐστὶ συμφέρον τὸ μηδὲν ἀσκεῖν ὑγιὲς ἐν τῷ νῦν χρόνῳ . οὐκ ἔσθʼ ὅπως ὁ χρησμὸς ἐς τοῦτο ῥέπει , ἀλλʼ εἰς ἕτερόν τι μεῖζον . ἢν δʼ ἡμῖν φράσῃ ὅστις ποτʼ ἐστὶν οὑτοσὶ καὶ τοῦ χάριν καὶ τοῦ δεόμενος ἦλθε μετὰ νῷν ἐνθαδί , πυθοιμεθ ̓ ἂν τὸν χρησμὸν ἡμῶν ὅ τι νοεῖ . ἄγε δὴ σὺ πότερον σαυτὸν ὅστις εἶ φράσεις , ἢ τἀπὶ τούτοις δρῶ ; λέγειν χρὴ ταχὺ πάνυ . ἐγὼ μὲν οἰμώζειν λέγω σοι . μαναθάνεις ὅς φησιν εἶναι ;",δοκεῖ;συμφέρον,γνῶναι;ἀσκεῖν,τυφλῷ;χρόνῳ
222,Plato (0059) - Gorgias (023),"λέγε μοι , ἐάν τίς σε ταῦτα ἐξετάζῃ , ὦ Καλλίκλεις , τί ἐρεῖς ; τίνα φήσεις βελτίω πεποιηκέναι ἄνθρωπον τῇ συνουσίᾳ τῇ σῇ ; ὀκνεῖς ἀποκρίνασθαι , εἴπερ ἔστιν τι ἔργον σὸν ἔτι ἰδιωτεύοντος , πρὶν δημοσιεύειν ἐπιχειρεῖν ; φιλόνικος εἶ , ὦ Σώκρατες . ἀλλʼ οὐ φιλονικίᾳ γε ἐρωτῶ , ἀλλʼ ὡς ἀληθῶς βουλόμενος εἰδέναι ὅντινά ποτε τρόπον οἴει δεῖν πολιτεύεσθαι ἐν ἡμῖν . ἢ ἄλλου του ἄρα ἐπιμελήσῃ ἡμῖν ἐλθὼν ἐπὶ τὰ τῆς πόλεως πράγματα ἢ ὅπως ὅτι βέλτιστοι οἱ πολῖται ὦμεν ; ἢ οὐ πολλάκις ἤδη ὡμολογήκαμεν τοῦτο δεῖν πράττειν τὸν πολιτικὸν ἄνδρα ; ὡμολογήκαμεν ἢ οὔ ; ἀποκρίνου . ὡμολογήκαμεν · ἐγὼ ὑπὲρ σοῦ ἀποκρινοῦμαι . εἰ τοίνυν τοῦτο δεῖ τὸν ἀγαθὸν ἄνδρα παρασκευάζειν τῇ ἑαυτοῦ πόλει , νῦν μοι ἀναμνησθεὶς εἰπὲ περὶ ἐκείνων τῶν ἀνδρῶν ὧν ὀλίγῳ πρότερον ἔλεγες , εἰ ἔτι σοι δοκοῦσιν ἀγαθοὶ πολῖται γεγονέναι , Περικλῆς καὶ Κίμων καὶ Μιλτιάδης καὶ Θεμιστοκλῆς . ἔμοιγε . οὐκοῦν εἴπερ ἀγαθοί , δῆλον ὅτι ἕκαστος αὐτῶν βελτίους ἐποίει τοὺς πολίτας ἀντὶ χειρόνων . ἐποίει ἢ οὔ ;",δοκοῦσιν,γεγονέναι,σοι
223,Thucydides (0003) - History (001),"καὶ εἴρητο αὐτοῖς ἐς Μίλητον ἀφικομένους τῶν τε ἄλλων ξυνεπιμέλεσθαι ᾗ μέλλει ἄριστα ἕξειν , καὶ τὰς ναῦς ταύτας ἢ αὐτὰς ἢ πλείους ἢ καὶ ἐλάσσους ἐς τὸν *̔ελλήσποντον ὡς Φαρνάβαζον , ἢν δοκῇ , ἀποπέμπειν , Κλέαρχον τὸν *̔ραμφίου , ὃς ξυνέπλει , ἄρχοντα προστάξαντας , καὶ *̓αστύοχον , ἢν δοκῇ τοῖς ἕνδεκα ἀνδράσι , παύειν τῆς ναυαρχίας , *̓αντισθένη δὲ καθιστάναι ·",δοκῇ;προστάξαντας;δοκῇ,παύειν,ἀνδράσι
224,Demosthenes (0014) - On the False Embassy (019),"ἁπάντων γὰρ ὑμῶν τουτωνὶ καὶ τῶν ἄλλων *̓αθηναίων οὕτω δεινὰ καὶ σχέτλιʼ ἡγουμένων τοὺς ταλαιπώρους πάσχειν Φωκέας ὥστε μήτε τοὺς ἐκ τῆς βουλῆς θεωροὺς μήτε τοὺς θεσμοθέτας εἰς τὰ Πύθια πέμψαι , ἀλλʼ ἀποστῆναι τῆς πατρίου θεωρίας , οὗτος εἰς τἀπινίκια τῶν πραγμάτων καὶ τοῦ πολέμου , ἃ Θηβαῖοι καὶ Φίλιππος ἔθυον , εἱστιᾶτʼ ἐλθὼν καὶ σπονδῶν μετεῖχε καὶ εὐχῶν , ἃς ἐπὶ τοῖς τῶν συμμάχων τῶν ὑμετέρων τείχεσι καὶ χώρᾳ καὶ ὅπλοις ἀπολωλόσιν ηὔχετʼ ἐκεῖνος , καὶ συνεστεφανοῦτο καὶ συνεπαιώνιζεν Φιλίππῳ καὶ φιλοτησίας προὔπινεν . καὶ ταῦτʼ οὐκ ἔνεστιν ἐμοὶ μὲν οὕτω , τούτῳ δʼ ἄλλως πως εἰπεῖν ·",ἔνεστιν,εἰπεῖν,τούτῳ
225,Xenophon (0032) - Economics (003),"ἃ γὰρ ὁ θεὸς διδάσκει , ἔφην ἐγώ , οὕτω γίγνεται ὁμονοεῖν · οἷον ἅμα πᾶσι δοκεῖ βέλτιον εἶναι ἐν τῷ χειμῶνι παχέα ἱμάτια φορεῖν , ἂν δύνωνται , καὶ πῦρ κάειν ἅμα πᾶσι δοκεῖ , ἂν ξύλα ἔχωσιν . ἀλλʼ ἐν τῷδε , ἔφη ὁ *̓ ισχόμαχος , πολλοὶ ἤδη διαφέρονται , ὦ Σώκρατες , περὶ τοῦ σπόρου , πότερον ὁ πρώιμος κράτιστος ἢ ὁ μέσος ἢ ὁ ὀψιμώτατος . καὶ ὁ θεός , ἔφην ἐγώ , οὐ τεταγμένως τὸ ἔτος ἄγει , ἀλλὰ τὸ μὲν τῷ πρωίμῳ κάλλιστα , τὸ δὲ τῷ μέσῳ , τὸ δὲ τῷ ὀψιμωτάτῳ .",δοκεῖ;δοκεῖ,φορεῖν;κάειν,χειμῶνι;πᾶσι
226,Demosthenes (0014) - Against Theocrines (058),"διὸ καὶ μᾶλλόν ἐστι τηρητέον τοὺς παραβαίνοντας τοὺς νόμους τῶν ἔξω τοῖς ψηφίσμασιν οὐκ ἐμμενόντων , ἵνα μὴ δοκῆτε αὐτοὶ πράως ἐπὶ τοῖς γιγνομένοις φέρειν καὶ συνειδέναι τι τούτοις ὧν πράττουσιν .",δοκῆτε,φέρειν,γιγνομένοις
227,Sophocles (0011) - Electra (005),"σκέψαι γὰρ εἴ σοι προσφιλῶς αὐτῇ δοκεῖ γέρα τάδʼ οὑν τάφοισι δέξεσθαι νέκυς , ὑφʼ ἧς θανὼν ἄτιμος , ὥστε δυσμενής , ἐμασχαλίσθη , κἀπὶ λουτροῖσιν κάρᾳ κηλῖδας ἐξέμαξεν . ἆρα μὴ δοκεῖς λυτήριʼ αὐτῇ ταῦτα τοῦ φόνου φέρειν ; οὐχ ἔστιν .",δοκεῖ;δοκεῖς,φέρειν,αὐτῇ
228,Plato (0059) - Laws (034),"πῶς οὖν , ξένε χρὴ τὰ μετὰ ταῦτα ; ἐξ ἀρχῆς πάλιν ἔμοιγε δοκεῖ χρῆναι διεξελθεῖν , καθάπερ ἠρξάμεθα , τὰ τῆς ἀνδρείας πρῶτον ἐπιτηδεύματα , ἔπειτα ἕτερον καὶ αὖθις ἕτερον εἶδος τῆς ἀρετῆς διέξιμεν , ἐὰν βούλησθε ·",δοκεῖ,χρῆναι,ἔμοιγε
229,Demosthenes (0014) - First Olynthiac (001),"καὶ γὰρ Παγασὰς ἀπαιτεῖν αὐτόν εἰσιν ἐψηφισμένοι , καὶ Μαγνησίαν κεκωλύκασι τειχίζειν . ἤκουον δʼ ἔγωγέ τινων , ὡς οὐδὲ τοὺς λιμένας καὶ τὰς ἀγορὰς ἔτι δώσοιεν αὐτῷ καρποῦσθαι ·",δώσοιεν,καρποῦσθαι,αὐτῷ
230,Xenophon (0032) - Anabasis (006),ἡμεῖς δὲ πολλὰ ὁρῶντες ἀγαθὰ στερρῶς αὐτῶν ἀπειχόμεθα διὰ τοὺς τῶν θεῶν ὅρκους · ὥστε ἐξεῖναί μοι δοκεῖ ἰέναι ἐπὶ τὸν ἀγῶνα πολὺ σὺν φρονήματι μείζονι ἢ τούτοις . ἔτι δʼ ἔχομεν σώματα ἱκανώτερα τούτων καὶ ψύχη καὶ θάλπη καὶ πόνους φέρειν ·,δοκεῖ,ἐξεῖναί;ἰέναι,μοι;φρονήματι
231,Demosthenes (0014) - Against Apaturius (033),"τοῖς δὲ περὶ τῶν μὴ γενομένων συμβολαίων εἰς κρίσιν καθισταμένοις ἐπὶ τὴν παραγραφὴν καταφεύγειν ἔδωκεν ὁ νόμος , ἵνα μηδεὶς συκοφαντῆται , ἀλλʼ αὐτοῖς τοῖς τῇ ἀληθείᾳ ἀδικουμένοις τῶν ἐμπόρων καὶ τῶν ναυκλήρων αἱ δίκαι ὦσιν . καὶ πολλοὶ ἤδη τῶν φευγόντων ἐν ταῖς ἐμπορικαῖς παραγραψάμενοι κατὰ τὸν νόμον τουτονὶ καὶ εἰσελθόντες εἰς ὑμᾶς ἐξήλεγξαν τοὺς δικαζομένους ἀδίκως ἐγκαλοῦντας καὶ ἐπὶ τῇ προφάσει τοῦ ἐμπορεύεσθαι συκοφαντοῦντας .",ἔδωκεν,καταφεύγειν,καθισταμένοις
232,Plato (0059) - Phaedo (004),"εἰ γάρ τις καὶ πλέον ἔτι τῷ λέγοντι ἢ ἃ σὺ λέγεις συγχωρήσειεν , δοὺς αὐτῷ μὴ μόνον ἐν τῷ πρὶν καὶ γενέσθαι ἡμᾶς χρόνῳ εἶναι ἡμῶν τὰς ψυχάς , ἀλλὰ μηδὲν κωλύειν καὶ ἐπειδὰν ἀποθάνωμεν ἐνίων ἔτι εἶναι καὶ ἔσεσθαι καὶ πολλάκις γενήσεσθαι καὶ ἀποθανεῖσθαι αὖθις _ οὕτω γὰρ αὐτὸ φύσει ἰσχυρὸν εἶναι , ὥστε πολλάκις γιγνομένην ψυχὴν ἀντέχειν _ δοὺς δὲ ταῦτα ἐκεῖνο μηκέτι συγχωροῖ , μὴ οὐ πονεῖν αὐτὴν ἐν ταῖς πολλαῖς γενέσεσιν καὶ τελευτῶσάν γε ἔν τινι τῶν θανάτων παντάπασιν ἀπόλλυσθαι , τοῦτον δὲ τὸν θάνατον καὶ ταύτην τὴν διάλυσιν τοῦ σώματος ἣ τῇ ψυχῇ φέρει ὄλεθρον μηδένα φαίη εἰδέναι _ ἀδύνατον γὰρ εἶναι ὁτῳοῦν αἰσθέσθαι ἡμῶν _ εἰ δὲ τοῦτο οὕτως ἔχει , οὐδενὶ προσήκει θάνατον θαρροῦντι μὴ οὐκ ἀνοήτως θαρρεῖν , ὃς ἂν μὴ ἔχῃ ἀποδεῖξαι ὅτι ἔστι ψυχὴ παντάπασιν ἀθάνατόν τε καὶ ἀνώλεθρον ·",δοὺς;δοὺς;προσήκει,γενέσθαι;πονεῖν;θαρρεῖν,τῷ;χρόνῳ;γενέσεσιν
233,Xenophon (0032) - Cyropaedia (007),καὶ ἔξεστι τῷ βουλομένῳ χρῆσθαι ἤδη τούτῳ ὡς ἀνδραπόδῳ .,ἔξεστι,χρῆσθαι,βουλομένῳ
234,Antiphon (0028) - Third Tetralogy (004),"οὐ γὰρ ὡς μὴ πάθωσιν ὁ κίνδυνος αὐτοῖς ἐστιν , ἀλλʼ ὡς ἐμὲ μὴ δικαίως διʼ ἔχθραν διαφθείρωσιν . ὅτι δʼ ἐξισοῦν τοῖς μεγίστοις ἐγκλήμασιν ἤθελον τὸ πρᾶγμα , οὗ ὁ ἀποθανὼν αὑτῷ αἴτιος καὶ μᾶλλον ἢ ἐγὼ ἐγένετο , εἰκότως ἂν ἀγανακτεῖν μοι δοκῶ .",δοκῶ,ἀγανακτεῖν,μοι
235,Thucydides (0003) - History (001),"τὸ γὰρ ἄπραγμον οὐ σῴζεται μὴ μετὰ τοῦ δραστηρίου τεταγμένον , οὐδὲ ἐν ἀρχούσῃ πόλει ξυμφέρει , ἀλλʼ ἐν ὑπηκόῳ , ἀσφαλῶς δουλεύειν . ὑμεῖς δὲ μήτε ὑπὸ τῶν τοιῶνδε πολιτῶν παράγεσθε μήτε ἐμὲ διʼ ὀργῆς ἔχετε , ᾧ καὶ αὐτοὶ ξυνδιέγνωτε πολεμεῖν , εἰ καὶ ἐπελθόντες οἱ ἐναντίοι ἔδρασαν ἅπερ εἰκὸς ἦν μὴ ἐθελησάντων ὑμῶν ὑπακούειν , ἐπιγεγένηταί τε πέρα ὧν προσεδεχόμεθα ἡ νόσος ἥδε , πρᾶγμα μόνον δὴ τῶν πάντων ἐλπίδος κρεῖσσον γεγενημένον .",ξυμφέρει;εἰκὸς,δουλεύειν,ὑπηκόῳ
236,Demosthenes (0014) - On the Public Fund (013),"εἰ μὲν Σιφνίοις ἢ Κυθνίοις ἤ τισιν ἄλλοις τοιούτοις οὖσι συνῄδειν ὑμῖν , ἔλαττον φρονεῖν συνεβούλευον ἄν ·",συνεβούλευον,συνῄδειν;φρονεῖν,Σιφνίοις;ὑμῖν
237,Plato (0059) - Epinomis (035),"ἡμῖν δʼ οὖν ζητοῦσιν περὶ νόμων σχεδὸν ἔδοξεν τὰ μὲν ἄλλα ῥᾴδιά τʼ εἶναι γνῶναι τὰ βέλτιστα ἀνθρώποις , καὶ πᾶς ἂν ἱκανὸς γίγνεσθαι καὶ συνεῖναι τὰ λεγόμενα καὶ ποιεῖν , εἰ γνοίη τί ποτʼ ἔστιν ὃ συμφέρειν εἰκὸς καὶ τί τὸ μὴ συμφέρον ·",ἔδοξεν;συμφέρειν;εἰκὸς;συμφέρον,γνῶναι;συμφέρειν,ἀνθρώποις
238,Demosthenes (0014) - Against Eubulides (057),"εἰ μὲν τοίνυν , ἄνδρες , συνέβαινεν τοῖς *̔αλιμουσίοις περὶ ἁπάντων τῶν δημοτῶν διαψηφίσασθαι ἐν ἐκείνῃ τῇ ἡμέρᾳ , εἰκὸς ἦν καὶ εἰς ὀψὲ ψηφίζεσθαι , ἵνʼ ἀπηλλαγμένοι ἦσαν ποιήσαντες τὰ ὑμῖν ἐψηφισμένα .",συνέβαινεν;εἰκὸς,διαψηφίσασθαι;ψηφίζεσθαι,ἡμέρᾳ
239,Demosthenes (0014) - Second Philippic (006),ἀλλὰ τοῦτον καὶ μόνον πάντων λόγων οὐκ ἔνεστιν αὐτῷ νῦν εἰπεῖν ·,ἔνεστιν,εἰπεῖν,αὐτῷ
240,Antiphon (0028) - Second Tetralogy (003),"ὑπὸ δὲ σκληρᾶς ἀνάγκης βιαζόμενος , καὶ αὐτὸς εἰς τὸν ὑμέτερον ἔλεον , ὦ ἄνδρες δικασταί , καταπεφευγὼς δέομαι ὑμῶν , ἐὰν ἀκριβέστερον ἢ ὡς σύνηθες ὑμῖν δόξω εἰπεῖν , μὴ διὰ τὰς προειρημένας τύχας λτδυσχερῶσγτ ἀποδεξαμένους μου τὴν ἀπολογίαν δόξῃ καὶ μὴ ἀληθείᾳ τὴν κρίσιν ποιήσασθαι ·",δόξω,εἰπεῖν,ὑμῖν
241,Xenophon (0032) - Ways and Means (011),"ἀγαθὸν δὲ καὶ καλὸν καὶ προεδρίαις τιμᾶσθαι ἐμπόρους καὶ ναυκλήρους , καὶ ἐπὶ ξένιά γʼ ἔστιν ὅτε καλεῖσθαι , οἳ ἂν δοκῶσιν ἀξιολόγοις καὶ πλοίοις καὶ ἐμπορεύμασιν ὠφελεῖν τὴν πόλιν .",δοκῶσιν,ὠφελεῖν,ἀξιολόγοις
242,Xenophon (0032) - Economics (003),"ἀλλὰ τοῦτο μέν , ἔφην ἐγώ , ὦ *̓ ισχόμαχε , ἱκανῶς ἤδη μοι δοκῶ ἀποτεθαρρηκέναι , ὡς οὐ δεῖ φοβούμενον μὴ οὐ γνῶ τῆς γῆς φύσιν ἀπέχεσθαι γεωργίας .",δοκῶ,ἀποτεθαρρηκέναι,μοι
243,Lysias (0540) - Against Eratosthenes (012),"ταῦτα δὲ εἰπεῖν μὲν οὐδενὶ ἠθέλησεν , ἐκέλευσε δὲ αὑτῷ πιστεύειν . ὑμεῖς δέ , ὦ ἄνδρες *̓αθηναῖοι , πραττούσης μὲν τῆς ἐν *̓αρείπάγῳ βουλῆς σωτήρια , ἀντιλεγόντων δὲ πολλῶν Θηραμένει , εἰδότες δὲ ὅτι οἱ μὲν ἄλλοι ἄνθρωποι τῶν πολεμίων ἕνεκα τἀπόρρητα ποιοῦνται , ἐκεῖνος δʼ ἐν τοῖς αὑτοῦ πολίταις οὐκ ἠθέλησεν εἰπεῖν ταῦθʼ ἃ πρὸς τοὺς πολεμίους ἔμελλεν ἐρεῖν , ὅμως ἐπετρέψατε αὐτῷπατρίδα καὶ παῖδας καὶ γυναῖκας καὶ ὑμᾶς αὐτούς .",πιστεύειν,πιστεύειν,αὑτῷ
